timestamp,open,high,low,close,volume,market_cap
2025-03-01,84349.95,86558.0,83824.78,86064.53,25785.05464,1577375765.18
2025-03-02,86064.54,95000.0,85050.6,94270.0,54889.09045,4350642164.47
2025-03-03,94269.99,94416.46,85117.11,86220.61,59171.10218,5844734403.0
2025-03-04,86221.16,88967.52,81500.0,87281.98,55609.10706,5671376306.72
2025-03-05,87281.98,91000.0,86334.53,90606.01,38264.01163,3457722668.91
2025-03-06,90606.0,92810.64,87836.0,89931.89,34342.44902,3512025157.48
2025-03-07,89931.88,91283.02,84667.03,86801.75,57980.35713,6196139350.73
2025-03-08,86801.74,86897.25,85218.47,86222.45,12989.23054,910862167.44
2025-03-09,86222.46,86500.0,80000.0,80734.37,26115.39345,1952362587.51
2025-03-10,80734.48,84123.46,77459.91,78595.86,47633.38405,4414695361.63
2025-03-11,78595.86,83617.4,76606.0,82932.99,48770.06853,3744822903.84
2025-03-12,82932.99,84539.85,80607.65,83680.12,31933.986,2750448405.11
2025-03-13,83680.12,84336.33,79939.9,81115.78,27546.27412,2112762232.49
2025-03-14,81115.78,85309.71,80818.84,83983.2,26858.52755,2317052000.16
2025-03-15,83983.19,84676.28,83618.0,84338.44,11324.7332,512466916.19
2025-03-16,84338.44,85117.04,81981.12,82574.53,17596.12531,1094031604.62
2025-03-17,82574.52,84756.83,82456.0,84010.03,17214.74358,1667911609.42
2025-03-18,84010.02,84021.74,81134.66,82715.03,17610.89883,1721702159.89
2025-03-19,82715.03,87000.0,82547.16,86845.94,28151.05374,2600942940.47
2025-03-20,86845.93,87453.67,83655.23,84223.39,22090.30463,2135028136.81
2025-03-21,84223.38,84850.33,83175.25,84088.79,11956.97443,1326866772.29
2025-03-22,84088.79,84539.17,83625.1,83840.59,5420.22114,402548876.3
2025-03-23,83840.59,86129.64,83809.75,86082.5,8461.97813,632787991.66
2025-03-24,86082.5,88765.43,85519.09,87498.16,30115.62111,2301262365.85
2025-03-25,87498.16,88539.63,86310.0,87392.87,22643.25248,2023574450.81
2025-03-26,87392.88,88275.0,85860.0,86909.17,18408.78485,1711822847.59
2025-03-27,86909.17,87756.39,85800.0,87232.01,17098.03897,1476492894.46
2025-03-28,87232.01,87515.67,83585.0,84424.38,27182.73169,2152567384.16
2025-03-29,84424.38,84624.73,81644.81,82648.54,11696.39864,938834818.34
2025-03-30,82648.53,83534.64,81565.0,82389.99,9864.49508,839590269.08
2025-03-31,82390.0,83943.08,81278.52,82550.01,20569.13885,1894666416.64
2025-04-01,82550.0,85579.46,82432.74,85158.34,20190.39697,1962356062.59
2025-04-02,85158.35,88500.0,82320.0,82516.29,39931.457,3519914220.4
2025-04-03,82516.28,83998.02,81211.24,83213.09,27337.84135,2335462308.44
2025-04-04,83213.09,84720.0,81659.0,83889.87,32915.53976,3085885741.07
2025-04-05,83889.87,84266.0,82379.95,83537.99,9360.40468,622496989.4
2025-04-06,83537.99,83817.63,77153.83,78430.0,27942.71436,2374631982.2
2025-04-07,78430.0,81243.58,74508.0,79163.24,78387.53089,5546499783.12
2025-04-08,79163.24,80867.99,76239.9,76322.42,35317.32063,3084760820.88
2025-04-09,76322.42,83588.0,74620.0,82615.22,75488.28772,4963132858.37
2025-04-10,82615.22,82753.21,78464.36,79607.3,33284.80718,2526317821.03
2025-04-11,79607.3,84300.0,78969.58,83423.84,34435.43797,2412186958.4
2025-04-12,83423.83,85905.0,82792.95,85276.9,18470.74437,1196895442.75
2025-04-13,85276.91,86100.0,83034.23,83760.0,24680.04181,1375187409.37
2025-04-14,83760.0,85799.99,83678.0,84591.58,28659.09348,2042899221.49
2025-04-15,84591.58,86496.42,83600.0,83643.99,20910.99528,1548187876.56
2025-04-16,83643.99,85500.0,83111.64,84030.38,20867.24519,1871983984.29
2025-04-17,84030.38,85470.01,83736.26,84947.91,13728.84772,1288802970.79
2025-04-18,84947.92,85132.08,84303.96,84474.69,6529.96315,465771169.06
2025-04-19,84474.7,85677.99,84364.45,85077.01,9666.58153,454642234.58
2025-04-20,85077.0,85320.76,83949.52,85179.24,8091.67725,482671707.92
2025-04-21,85179.24,88465.99,85144.76,87516.23,31773.37262,2657452654.45
2025-04-22,87516.22,93888.0,87076.03,93442.99,43872.74705,3880446944.47
2025-04-23,93442.99,94696.05,91935.41,93691.08,27404.16808,3081124602.45
2025-04-24,93691.07,94005.0,91660.01,93980.47,19497.06071,2000861098.9
2025-04-25,93980.47,95758.04,92855.96,94638.68,27500.66648,3078073390.5
2025-04-26,94638.68,95199.0,93870.69,94628.0,9415.06875,698471645.53
2025-04-27,94628.0,95369.0,93602.58,93749.3,11162.841,726739226.7
2025-04-28,93749.29,95630.0,92800.01,95011.18,22157.53351,1925071151.02
2025-04-29,95011.18,95461.53,93742.54,94256.82,16955.3402,1599631635.46
2025-04-30,94256.82,95228.45,92910.0,94172.0,17661.2751,2024539251.94
2025-05-01,94172.0,97424.02,94130.43,96489.91,21380.45343,2278228402.24
2025-05-02,96489.9,97895.68,96350.0,96887.14,14905.74811,1571644595.63
2025-05-03,96887.13,96935.67,95753.01,95856.42,9723.34838,682121711.48
2025-05-04,95856.42,96304.48,94151.38,94277.62,11036.38342,1046015845.6
2025-05-05,94277.61,95199.0,93514.1,94733.68,17251.18189,1661608010.46
2025-05-06,94733.68,96920.65,93377.0,96834.02,16122.64513,1735613081.89
2025-05-07,96834.02,97732.0,95784.61,97030.5,16644.83854,1936285634.4
2025-05-08,97030.5,104145.76,96876.29,103261.6,34962.02847,4054486165.35
2025-05-09,103261.61,104361.3,102315.14,102971.99,27617.39907,2345592246.87
2025-05-10,102971.99,104984.57,102818.76,104809.53,15324.78611,944047262.42
2025-05-11,104809.53,104972.0,103345.06,104118.0,17987.12197,1144137614.49
2025-05-12,104118.0,105819.45,100718.37,102791.32,31272.77792,2862364942.19
2025-05-13,102791.32,104976.25,101429.7,104103.72,21253.42409,2105889171.38
2025-05-14,104103.72,104356.95,102602.05,103507.82,16452.9081,1716689620.72
2025-05-15,103507.83,104192.7,101383.07,103763.71,17998.98604,1837798016.09
2025-05-16,103763.71,104550.33,103100.49,103463.9,15683.88024,1506289579.07
2025-05-17,103463.9,103709.86,102612.5,103126.65,11250.89622,601366594.09
2025-05-18,103126.65,106660.0,103105.09,106454.26,21599.98726,1361010736.04
2025-05-19,106454.27,107108.62,102000.0,105573.74,30260.03524,2480463388.93
2025-05-20,105573.73,107320.0,104184.72,106849.99,23705.48275,2062199314.32
2025-05-21,106850.0,110797.38,106100.01,109643.99,45531.040345,4104199576.95
2025-05-22,109643.99,111980.0,109177.37,111696.21,31630.77313,2820234493.39
2025-05-23,111696.22,111800.0,106800.0,107318.3,31737.72309,2775108378.21
2025-05-24,107318.3,109506.03,106875.41,107761.91,16782.53129,972112098.0
2025-05-25,107761.9,109299.99,106600.64,109004.19,17710.04695,1080850082.19
2025-05-26,109004.2,110422.22,108670.58,109434.79,14649.11593,1568531304.43
2025-05-27,109434.78,110718.0,107516.57,108938.17,21276.65635,2520257081.13
2025-05-28,108938.17,109284.7,106769.43,107781.78,15633.78829,2010518282.08
2025-05-29,107781.78,108891.91,105322.86,105589.75,19834.70116,2610280801.53
2025-05-30,105589.75,106313.12,103621.0,103985.48,23706.49799,2473658024.71
2025-05-31,103985.47,104900.0,103068.55,104591.88,11289.35922,890138427.14
2025-06-01,104591.88,105866.91,103752.49,105642.93,9709.70006,788781340.28
2025-06-02,105642.93,105935.63,103659.88,105857.99,13453.98813,1589665625.81
2025-06-03,105858.0,106794.67,104872.5,105376.89,13259.52634,1652394373.05
2025-06-04,105376.9,106000.0,104179.0,104696.86,14034.89482,1327155925.5
2025-06-05,104696.86,105909.71,100372.26,101508.68,22321.50154,2835254363.62
2025-06-06,101508.69,105333.0,101095.8,104288.44,15839.07385,2391698461.05
2025-06-07,104288.43,105900.0,103871.09,105552.15,8344.93206,903776492.08
2025-06-08,105552.15,106488.14,104964.14,105734.0,8048.06305,621667329.31
2025-06-09,105734.01,110530.17,105318.37,110263.02,19975.37451,1927020528.87
2025-06-10,110263.02,110400.0,108331.03,110274.39,17071.82839,1712252251.27
2025-06-11,110274.39,110392.01,108064.0,108645.12,13115.91638,1585492756.74
2025-06-12,108645.13,108813.55,105671.72,105671.73,17778.67218,1937273976.29
2025-06-13,105671.74,106179.53,102664.31,106066.59,26180.81734,2853509529.91
2025-06-14,106066.59,106252.0,104300.0,105414.64,8798.93969,792948934.46
2025-06-15,105414.63,106128.57,104494.53,105594.01,7164.20047,693686973.05
2025-06-16,105594.02,108952.38,104980.37,106794.53,14922.6654,1846109491.24
2025-06-17,106794.53,107771.34,103371.02,104551.17,17866.33025,2383744168.87
2025-06-18,104551.17,105550.27,103500.0,104886.78,13968.64167,1945024806.28
2025-06-19,104886.79,105226.17,103929.27,104658.59,7678.60737,1036540458.21
2025-06-20,104658.59,106524.65,102345.0,103297.99,16419.06283,1845670588.12
2025-06-21,103297.98,103982.64,100837.9,102120.01,11154.21332,1151399558.13
2025-06-22,102120.02,103399.62,98200.0,100963.87,28746.41072,3086806069.73
2025-06-23,100963.87,106074.2,99613.33,105333.93,27666.50609,3606601777.41
2025-06-24,105333.94,106290.0,104622.02,106083.0,14651.69335,2099787246.67
2025-06-25,106083.0,108135.3,105808.03,107340.58,16701.15551,2128340951.52
2025-06-26,107340.59,108272.45,106562.5,106947.06,10573.27279,1575810932.89
2025-06-27,106947.06,107735.34,106356.76,107047.59,12232.44042,1799885723.45
2025-06-28,107047.58,107577.75,106811.51,107296.79,3282.17352,372614444.73
2025-06-29,107296.79,108528.5,107172.52,108356.93,6831.7364,657403121.35
2025-06-30,108356.93,108789.99,106733.33,107146.5,9754.12491,1530756559.33
2025-07-01,107146.51,107540.0,105250.85,105681.14,10505.62437,1673173144.76
2025-07-02,105681.13,109730.0,105100.19,108849.6,17691.89592,2124516059.08
2025-07-03,108849.59,110529.18,108530.4,109584.78,13047.08225,1825182141.8
2025-07-04,109584.77,109767.59,107245.0,107984.24,11793.86615,1130647600.78
2025-07-05,107984.25,108420.56,107756.31,108198.12,3736.9757,374668091.72
2025-07-06,108198.12,109700.0,107800.01,109203.84,6447.607,614763572.9
2025-07-07,109203.85,109700.0,107513.2,108262.94,9405.37601,1447160434.07
2025-07-08,108262.94,109216.56,107429.57,108922.98,9216.0208,1316408874.89
2025-07-09,108922.99,111999.79,108324.53,111233.99,17282.2865,2177951432.55
2025-07-10,111234.0,116868.0,110500.0,116010.0,24883.450665,3616719327.76
2025-07-11,116010.01,118869.98,115222.22,117527.66,25873.521148,3060911543.15
2025-07-12,117527.66,118200.0,116900.05,117420.0,8446.60437,869899617.34
2025-07-13,117420.0,119488.0,117224.79,119086.64,9550.792947,1133368267.75
2025-07-14,119086.65,123218.0,118905.18,119841.18,27269.348877,3784774921.45
2025-07-15,119841.17,119940.83,115736.92,117758.09,32018.46083,5881848280.87
2025-07-16,117758.08,120063.84,117017.29,118630.43,17039.90851,3310853209.79
2025-07-17,118630.44,120998.71,117453.57,119177.56,15728.57651,3000532789.4
2025-07-18,119177.56,120820.71,116812.76,117924.84,19924.66266,3096339405.33
2025-07-19,117924.84,118499.9,117277.34,117840.0,6635.80306,791893576.81
2025-07-20,117840.01,118856.8,116467.02,117265.12,12962.92889,1081488186.29
2025-07-21,117265.11,119676.73,116515.0,117380.36,17107.33128,2187836280.67
2025-07-22,117380.36,120247.8,116128.0,119954.42,20959.12973,2607540535.18
2025-07-23,119954.43,120090.0,117301.0,118755.99,14558.75083,2029832616.05
2025-07-24,118756.0,119450.0,117103.1,118340.99,15806.89043,2128340080.84
2025-07-25,118340.98,118451.57,114723.16,117614.31,38406.34873,5546818211.88
2025-07-26,117614.31,118297.35,117138.38,117919.99,6991.67206,1291296798.52
2025-07-27,117919.99,119766.65,117825.5,119415.55,9328.30919,1228024808.19
2025-07-28,119415.56,119800.0,117427.5,118062.32,13961.74754,2142740462.44
2025-07-29,118062.32,119273.36,116950.75,117950.76,15137.93445,2073820445.19
2025-07-30,117950.75,118792.0,115796.23,117840.3,15586.73631,2153325010.48
2025-07-31,117840.29,118922.45,115500.0,115764.08,17010.0073,1991848800.07
2025-08-01,115764.07,116052.0,112722.58,113297.93,24487.10206,3851719228.71
2025-08-02,113297.92,114063.49,112003.0,112546.35,11507.33428,1407609649.0
2025-08-03,112546.35,114799.97,111920.0,114208.8,7397.76046,947196437.08
2025-08-04,114208.81,115720.0,114107.6,115055.03,9667.67916,1662390456.96
2025-08-05,115055.03,115127.81,112650.0,114129.75,12042.79078,1925704360.18
2025-08-06,114129.75,115716.0,113355.13,114992.27,9761.15318,1659630182.7
2025-08-07,114992.27,117621.0,114259.0,117472.01,13468.56263,1904030478.64
2025-08-08,117472.02,117630.0,115878.71,116674.74,10045.31278,1702088353.29
2025-08-09,116674.74,117944.05,116299.13,116462.25,9514.13144,926558904.04
2025-08-10,116462.25,119311.11,116460.63,119294.01,14322.77073,1248946431.14
2025-08-11,119294.27,122335.16,118050.11,118686.0,26494.33429,3086540255.03
2025-08-12,118686.0,120324.43,118207.47,120134.08,16720.10893,2172908089.75
2025-08-13,120134.09,123667.79,118920.92,123306.43,23210.07102,3321096939.91
2025-08-14,123306.44,124474.0,117180.0,118295.09,27980.947586,4249355541.57
2025-08-15,118295.09,119216.82,116803.99,117342.05,13623.33874,2327158152.31
2025-08-16,117342.04,117898.99,117143.98,117380.66,6393.68117,753827490.14
2025-08-17,117380.66,118575.0,117172.21,117405.01,5898.64192,791200441.51
2025-08-18,117405.01,117543.75,114640.14,116227.05,17745.93954,2634618667.75
2025-08-19,116227.05,116725.69,112732.58,112872.94,18065.47424,3006851749.91
2025-08-20,112872.95,114615.38,112380.0,114271.24,15636.34194,2610717313.9
2025-08-21,114271.23,114821.76,112015.67,112500.0,10839.69235,2256735254.8
2025-08-22,112500.0,117429.05,111684.79,116935.99,23128.09037,3261042644.22
2025-08-23,116936.0,117030.0,114560.0,115438.05,11329.36197,955311763.7
2025-08-24,115438.06,115666.68,110680.0,113493.59,21175.98462,1932434686.25
2025-08-25,113493.59,113667.28,109274.1,110111.98,25182.79379,3708998747.39
2025-08-26,110111.98,112371.0,108666.66,111763.22,18452.43877,2999152225.36
2025-08-27,111763.22,112625.0,110345.42,111262.01,13392.60875,2440706983.66
2025-08-28,111262.01,113485.9,110862.42,112566.9,11104.27744,1898278605.83
2025-08-29,112566.9,112638.64,107463.9,108377.4,22580.31045,3185827654.7
2025-08-30,108377.4,108926.15,107350.1,108816.33,10708.39159,1049906247.96
2025-08-31,108816.33,109480.02,108076.93,108246.35,9489.51596,990157824.59
2025-09-01,108246.36,109912.4,107255.0,109237.42,16053.60219,2365084072.12
2025-09-02,109237.43,111771.52,108393.39,111240.01,18510.28756,2993969175.78
2025-09-03,111240.01,112575.27,110528.71,111705.71,11773.72084,2132239039.57
2025-09-04,111705.72,112180.0,109329.12,110730.87,12203.13536,2162838407.83
2025-09-05,110730.87,113384.62,110206.96,110659.99,21587.40888,3163045481.16
2025-09-06,110660.0,111307.7,109977.0,110187.97,5000.29897,734143439.06
2025-09-07,110187.98,111600.0,110180.0,111137.34,5681.29944,720954382.33
2025-09-08,111137.35,112924.37,110621.78,112065.23,11582.40211,1829788896.49
2025-09-09,112065.23,113293.29,110766.66,111546.39,15379.28248,2108163610.41
2025-09-10,111546.38,114313.13,110917.45,113960.0,17517.41823,2661952161.9
2025-09-11,113960.0,115488.09,113430.0,115482.69,13676.73119,2096575532.81
2025-09-12,115482.69,116665.63,114740.99,116029.42,15324.10719,2412089976.27
2025-09-13,116029.41,116298.78,115127.27,115918.29,8269.40394,820638135.29
2025-09-14,115918.29,116165.19,115135.0,115268.01,6707.60197,843593558.49
2025-09-15,115268.01,116757.99,114384.0,115349.71,13212.51149,2137738674.14
2025-09-16,115349.71,116964.27,114737.11,116788.96,10926.9094,1890323067.86
2025-09-17,116788.96,117286.73,114720.81,116447.59,16754.2454,2750924037.55
2025-09-18,116447.6,117900.0,116092.76,117073.53,11657.23365,2253362090.44
2025-09-19,117073.53,117459.99,115100.0,115632.38,8992.09065,1947524484.47
2025-09-20,115632.39,116121.81,115408.47,115685.63,4674.92752,694697640.09
2025-09-21,115685.63,115819.06,115188.0,115232.29,4511.52219,626782372.11
2025-09-22,115232.29,115379.25,111800.0,112650.99,20781.71356,3197786129.9
2025-09-23,112650.99,113290.5,111458.73,111998.8,12301.3203,2080069063.95
2025-09-24,111998.8,113940.0,111042.66,113307.0,12369.25967,1988342351.86
2025-09-25,113307.01,113510.23,108631.51,108994.49,21231.14957,3874673081.63
2025-09-26,108994.49,110300.0,108620.07,109643.46,14243.01591,3057709370.2
2025-09-27,109643.46,109743.91,109064.4,109635.85,5501.78643,778286679.14
2025-09-28,109635.85,112350.0,109189.99,112163.95,7542.3316,1316899924.45
2025-09-29,112163.96,114400.0,111560.65,114311.96,15541.12005,2209223703.69
2025-09-30,114311.97,114792.0,112656.27,114048.93,15044.15633,2612642606.56
2025-10-01,114048.94,118649.1,113966.67,118594.99,20036.39516,3288729604.9
2025-10-02,118594.99,121022.07,118279.31,120529.35,19670.83503,3348607182.92
2025-10-03,120529.35,123894.99,119248.3,122232.0,23936.328,4338240508.78
2025-10-04,122232.21,122800.0,121510.0,122391.0,8208.16678,1218962839.87
2025-10-05,122390.99,125708.42,122136.0,123482.31,22043.097553,2703677561.24
2025-10-06,123482.32,126199.63,123084.0,124658.54,19494.628793,3478551798.53
2025-10-07,124658.54,125126.0,120574.94,121332.95,21633.99385,3568433457.82
2025-10-08,121332.96,124197.25,121066.14,123306.0,17012.618,3098621661.77
2025-10-09,123306.01,123762.94,119651.47,121662.4,21559.36007,3266509707.34
2025-10-10,121662.41,122550.0,102000.0,112774.5,64171.93927,7411664103.33
2025-10-11,112774.49,113322.39,109561.59,110644.4,35448.51652,4260858251.85
2025-10-12,110644.4,115770.0,109565.06,114958.8,32255.30272,4154852090.6
2025-10-13,114958.81,115963.81,113616.5,115166.0,22557.24033,3475980079.05
2025-10-14,115166.0,115409.96,109866.0,113028.14,31870.32974,4415300609.88
2025-10-15,113028.13,113612.35,110164.0,110763.28,22986.48811,3370232022.3
2025-10-16,110763.28,111982.45,107427.0,108194.28,29857.17252,4931780713.35
2025-10-17,108194.27,109240.0,103528.23,106431.68,37920.66838,5124514044.62
2025-10-18,106431.68,107499.0,106322.2,107185.01,11123.18766,1263875181.71
2025-10-19,107185.0,109450.07,106103.36,108642.78,15480.66423,1956837354.37
2025-10-20,108642.77,111705.56,107402.52,110532.09,19193.4416,3024980668.92
2025-10-21,110532.09,114000.0,107473.72,108297.67,37228.01659,4507488183.36
2025-10-22,108297.66,109163.88,106666.69,107567.44,28610.78451,3715585780.1
2025-10-23,107567.45,111293.61,107500.0,110078.18,17573.09294,2450418378.51
2025-10-24,110078.19,112104.98,109700.01,111004.89,15005.16913,2193655220.33
2025-10-25,111004.9,111943.19,110672.86,111646.27,6407.96864,663139261.5
2025-10-26,111646.27,115466.8,111260.45,114559.4,13454.47737,1502383516.36
2025-10-27,114559.41,116400.0,113830.01,114107.65,21450.23241,2184835505.2
2025-10-28,114107.65,116086.0,112211.0,112898.45,15523.42257,2354798941.53
2025-10-29,112898.44,113643.73,109200.0,110021.29,21079.71376,2800964736.4
2025-10-30,110021.3,111592.0,106304.34,108322.88,25988.82838,3623082463.09
2025-10-31,108322.87,111190.0,108275.28,109608.01,21518.20439,2677616192.81
2025-11-01,109608.01,110564.49,109394.81,110098.1,7378.50431,701873036.06
2025-11-02,110098.1,111250.01,109471.34,110540.68,12107.00087,1233024892.84
2025-11-03,110540.69,110750.0,105306.56,106583.04,28681.18779,3707370586.13
2025-11-04,106583.05,107299.0,98944.36,101497.22,50534.87376,5883230356.44
2025-11-05,101497.23,104534.74,98966.8,103885.16,33778.77571,3649971434.76
2025-11-06,103885.16,104200.0,100300.95,101346.04,25814.62139,3300189453.88
2025-11-07,101346.04,104096.36,99260.86,103339.08,32059.50942,3859784919.88
2025-11-08,103339.09,103406.22,101454.0,102312.94,12390.77985,1353025871.14
2025-11-09,102312.95,105495.62,101400.0,104722.96,16338.97096,1768769402.16
2025-11-10,104722.95,106670.11,104265.02,106011.13,22682.25673,2506360068.91
2025-11-11,106011.13,107500.0,102476.09,103058.99,24196.50718,2363088563.61
2025-11-12,103059.0,105333.33,100813.59,101654.37,20457.63906,2442775374.2
2025-11-13,101654.37,104085.01,98000.4,99692.02,36198.50771,4485055113.5
2025-11-14,99692.03,99866.02,94012.45,94594.0,47288.14481,6169788916.03
2025-11-15,94594.0,96846.68,94558.49,95596.24,15110.89391,1779382556.84
2025-11-16,95596.23,96635.11,93005.55,94261.44,23889.4051,2531966320.57
2025-11-17,94261.45,96043.0,91220.0,92215.14,39218.59806,4519819656.92
2025-11-18,92215.14,93836.01,89253.78,92960.83,39835.14769,4643651409.0
2025-11-19,92960.83,92980.22,88608.0,91554.96,32286.6376,4367651167.54
2025-11-20,91554.96,93160.0,86100.0,86637.23,39733.19073,5067984092.5
2025-11-21,86637.22,87498.94,80600.0,85129.43,72256.12679,7497064318.5
2025-11-22,85129.42,85620.0,83500.0,84739.74,14193.93263,1978095092.65
2025-11-23,84739.75,88127.64,84667.57,86830.0,19734.46418,2411303412.83
2025-11-24,86830.0,89228.0,85272.0,88300.01,24663.12795,3899541725.92
2025-11-25,88300.01,88519.99,86116.0,87369.96,19567.0411,2799155557.35
2025-11-26,87369.97,90656.08,86306.77,90484.02,21675.82239,2694221350.78
2025-11-27,90484.01,91950.0,90089.91,91333.95,16833.50932,1949917850.01
2025-11-28,91333.94,93092.0,90180.63,90890.7,18830.86012,2595318230.11
2025-11-29,90890.71,91165.65,90155.47,90802.44,7429.88291,871610718.83
2025-11-30,90802.44,92000.01,90336.9,90360.0,9687.74175,1030115399.98
2025-12-01,90360.01,90417.0,83822.76,86286.01,34509.01227,4839357127.84
2025-12-02,86286.01,92307.65,86184.39,91277.88,28210.22732,4090746747.17
2025-12-03,91277.88,94150.0,90990.23,93429.95,25712.52585,3856959977.71
2025-12-04,93429.95,94080.0,90889.0,92078.06,19803.94059,2655580450.16
2025-12-05,92078.06,92692.36,88056.0,89330.04,19792.97218,2976454083.09
2025-12-06,89330.04,90289.97,88908.01,89236.79,8409.50016,969656691.35
2025-12-07,89236.8,91760.0,87719.28,90395.31,13021.11185,1705564638.74
2025-12-08,90395.32,92287.15,89612.0,90634.34,15793.63887,2657534555.78
2025-12-09,90634.35,94588.99,89500.0,92678.8,21240.43014,3069266494.39
2025-12-10,92678.81,94476.0,91563.15,92015.37,18998.68083,2959837905.11
2025-12-11,92015.38,93555.0,89260.63,92513.38,19972.58758,3150988931.6
2025-12-12,92513.38,92754.0,89480.0,90268.42,16679.19169,2181249699.44
2025-12-13,90268.43,90634.55,89766.39,90240.01,5895.70788,439868316.39
2025-12-14,90240.0,90472.4,87577.36,88172.17,9416.94004,1240055595.3
2025-12-15,88172.16,90052.64,85146.64,86432.08,19778.6919,2801710553.18
2025-12-16,86432.08,88175.98,85266.0,87863.42,18456.05017,2601098656.79
2025-12-17,87863.43,90365.85,85314.0,86243.22,19834.11729,3196552925.86
2025-12-18,86243.23,89477.61,84450.01,85516.41,25405.41763,3212930907.73
2025-12-19,85516.41,89399.97,85110.24,88136.94,21256.65004,2631213615.27
2025-12-20,88136.95,88573.07,87795.76,88360.9,5123.13194,485865198.65
2025-12-21,88360.91,88433.64,87869.35,88096.89,1203.2761,117816384.34
